food_name,food_type,category,protein_g,carbs_g,fat_g,fiber_g,calories_kcal,vitamins,minerals,vaat_suitable,pit_suitable,cough_suitable,vaat_rating,pit_rating,cough_rating,health_tags,body_type,suitability_label,recommendation,suitability_reason
Pistachios,Veg,Nuts & Seeds,19.86,28.1,44.73,9.81,558.3,"B6,B1","Cu,Mn",Yes,Yes,No,4,4,2,Complete Nutrition,Pit,suitable,Yes,Anti-inflammatory and cooling effect balances Pitta's fiery nature.
Ginger,Veg,Spices,1.77,18.4,0.76,1.96,80.5,"B6,C","Mg,K",Yes,No,Yes,5,2,4,"Digestive,Anti-Nausea",Pit,not_suitable,No,Heating properties increase internal heat – avoid when Pitta is elevated.
Mustard Oil,Veg,Oils,0.0,0.0,96.32,0.0,861.1,E,,Yes,No,No,4,2,2,"Warming,Pungent",Vaat,suitable,Yes,"Naturally sweet and moist, counteracts Vaat's dryness."
Soybean,Veg,Legumes,16.43,11.24,8.63,5.92,170.5,"B9,B1,B2","Fe,Ca,Mg",No,No,No,2,2,2,"Heavy,High Protein",Vaat,not_suitable,No,Gaseous properties disturb Vaat and digestive function.
Moong Dal,Veg,Legumes,7.18,14.99,0.4,4.51,106.5,"B9,B1","Fe,K",Yes,Yes,Yes,5,5,5,"Tri-doshic,Easy Digest",Pit,suitable,Yes,Anti-inflammatory and cooling effect balances Pitta's fiery nature.
Pomegranate,Veg,Fruits,1.71,17.93,1.16,3.86,85.2,"C,B9,K","K,Ca",Yes,Yes,Yes,4,4,4,"Antioxidant,Heart Health",Cough (Kapha),suitable,Yes,Stimulates metabolism and helps reduce Kapha-related congestion.
Bottle Gourd,Veg,Vegetables,0.57,3.77,0.1,1.22,14.3,"C,B9","K,Ca",Yes,Yes,Yes,5,5,5,"Cooling,Easy Digest",Vaat,suitable,Yes,Sweet and nourishing properties balance Vaat's dry and cold nature.
Lassi (sweet),Veg,Dairy,3.3,8.76,2.41,0.0,75.0,"B12,B2","Ca,K",Yes,No,No,4,2,2,Probiotic,Vaat,suitable,Yes,"Warm, oily, and grounding qualities pacify Vaat dosha."
Ginger,Veg,Spices,1.71,18.27,0.8,2.03,81.6,"B6,C","Mg,K",Yes,No,Yes,5,2,4,"Digestive,Anti-Nausea",Pit,not_suitable,No,Excessive sweetness combined with heaviness disturbs Pitta.
Pistachios,Veg,Nuts & Seeds,19.98,25.94,44.07,10.29,553.5,"B6,B1","Cu,Mn",Yes,Yes,No,4,4,2,Complete Nutrition,Vaat,suitable,Yes,"Warm, oily, and grounding qualities pacify Vaat dosha."
Moong Dal,Veg,Legumes,7.01,15.49,0.4,4.34,99.8,"B9,B1","Fe,K",Yes,Yes,Yes,5,5,5,"Tri-doshic,Easy Digest",Cough (Kapha),suitable,Yes,Bitter and astringent taste reduces mucus and excess Kapha.
Nutritional Yeast,Vegan,Supplements,13.69,7.04,0.5,2.9,43.7,"B12,B1,B2","Zn,Se",Yes,Yes,Yes,4,4,4,"Complete Protein,B12",Cough (Kapha),suitable,Yes,Warming spices help counter Kapha's cold and sluggish tendencies.
Almond Milk,Vegan,Dairy Alt,0.39,3.54,1.09,0.51,16.9,"E,D",Ca,Yes,Yes,Yes,5,4,4,"Light,Dairy Free",Pit,suitable,Yes,Anti-inflammatory and cooling effect balances Pitta's fiery nature.
Ghee,Veg,Dairy,0.0,0.0,96.13,0.0,864.6,"A,D,E,K",,Yes,Yes,No,5,4,2,"Digestive,Nourishing",Cough (Kapha),not_suitable,No,Excessive sweetness increases Kapha and promotes water retention.
Cauliflower,Veg,Vegetables,1.94,4.9,0.31,1.94,25.2,"C,B9","K,Ca",No,Yes,Yes,2,4,4,Light,Vaat,not_suitable,No,Gaseous properties disturb Vaat and digestive function.
Capsicum,Veg,Vegetables,0.86,6.08,0.3,2.18,30.2,"C,B6,A","K,Mg",No,No,Yes,2,2,4,Vitamin C Rich,Pit,not_suitable,No,Excessive sweetness combined with heaviness disturbs Pitta.
Chia Seeds,Veg,Nuts & Seeds,15.7,43.49,31.81,33.39,507.7,"B1,B3","Ca,Mg",Yes,Yes,Yes,4,4,4,"Omega-3,Hydrophilic",Vaat,suitable,Yes,Easy to digest and warming – ideal for Vaat types.
Papaya,Veg,Fruits,0.5,9.69,0.31,1.88,42.9,"A,C,B9","K,Mg",Yes,Yes,Yes,5,4,4,"Digestive,Anti-Inflammatory",Cough (Kapha),suitable,Yes,Bitter and astringent taste reduces mucus and excess Kapha.
Tempeh,Vegan,Legumes,17.72,9.03,10.26,1.33,183.4,"B2,B3","Ca,Mg",Yes,Yes,No,4,4,2,"Probiotic,High Protein",Pit,suitable,Yes,Neutral and soothing – reduces inflammation associated with Pit dosha.
Brown Rice,Veg,Grains,2.55,45.45,0.91,1.74,206.4,"B1,B3,B6","Mg,P,Mn",Yes,Yes,No,4,3,2,"Fiber Rich,Whole Grain",Pit,moderately_suitable,Moderate,Can be included occasionally in moderate quantities for Pitta types.
Carrot,Veg,Vegetables,0.94,9.83,0.2,2.74,41.6,"A,B6,C","K,Ca",Yes,Yes,Yes,5,4,4,"Eye Health,Antioxidant",Cough (Kapha),suitable,Yes,Stimulates metabolism and helps reduce Kapha-related congestion.
Capsicum,Veg,Vegetables,0.88,5.86,0.31,2.18,31.9,"C,B6,A","K,Mg",No,No,Yes,2,2,4,Vitamin C Rich,Vaat,not_suitable,No,"Cold, dry, or pungent qualities aggravate Vaat dosha."
Cauliflower,Veg,Vegetables,1.97,5.22,0.29,1.92,25.6,"C,B9","K,Ca",No,Yes,Yes,2,4,4,Light,Vaat,not_suitable,No,"Cold, dry, or pungent qualities aggravate Vaat dosha."
Curd/Yogurt,Veg,Dairy,3.42,4.76,3.32,0.0,60.1,"B12,B2,D","Ca,K",No,No,No,2,2,2,"Probiotic,Fermented",Cough (Kapha),not_suitable,No,Excessive sweetness increases Kapha and promotes water retention.
Carrot,Veg,Vegetables,0.92,9.15,0.2,2.89,40.6,"A,B6,C","K,Ca",Yes,Yes,Yes,5,4,4,"Eye Health,Antioxidant",Vaat,suitable,Yes,Provides stability and lubrication needed for Vaat balance.
Brown Rice,Veg,Grains,2.64,48.11,0.93,1.84,220.7,"B1,B3,B6","Mg,P,Mn",Yes,Yes,No,4,3,2,"Fiber Rich,Whole Grain",Cough (Kapha),not_suitable,No,Heavy and oily properties increase Kapha – leads to weight gain and congestion.
Broccoli,Veg,Vegetables,2.85,6.91,0.39,2.65,35.1,"C,K,B9","K,Ca",Yes,Yes,Yes,4,5,4,"Antioxidant,Anti-Cancer",Pit,suitable,Yes,Cool and sweet properties effectively pacify excess Pit (Pitta) heat.
Edamame,Vegan,Legumes,12.3,8.84,5.44,5.19,117.8,"B9,C","Ca,Fe",Yes,Yes,Yes,4,4,4,Complete Protein,Vaat,suitable,Yes,"Naturally sweet and moist, counteracts Vaat's dryness."
Tuna,Non-Veg,Fish,29.49,0.0,0.5,0.0,123.7,"B12,D,B3","Se,P",Yes,Yes,No,4,4,2,"Lean Protein,Omega",Vaat,suitable,Yes,Easy to digest and warming – ideal for Vaat types.
Avocado,Vegan,Fruits,2.01,8.35,14.9,6.64,161.3,"K,E,C","K,Mg",Yes,Yes,Yes,4,4,4,"Healthy Fat,Omega-9",Pit,suitable,Yes,Light and easily digestible – supports Pitta's strong digestion without overloading it.
Apple,Veg,Fruits,0.31,13.31,0.2,2.49,52.9,"C,B6","K,Ca",Yes,Yes,Yes,5,4,4,"Fiber Rich,Antioxidant",Pit,suitable,Yes,Anti-inflammatory and cooling effect balances Pitta's fiery nature.
Guava,Veg,Fruits,2.49,13.95,0.96,5.63,69.0,"C,B9,A","K,Ca",Yes,Yes,Yes,4,4,4,"Vitamin C Rich,Fiber",Pit,suitable,Yes,Bitter or astringent taste pacifies excess Pitta heat.
Ghee,Veg,Dairy,0.0,0.0,104.18,0.0,868.1,"A,D,E,K",,Yes,Yes,No,5,4,2,"Digestive,Nourishing",Cough (Kapha),not_suitable,No,Sweet and cold nature aggravates Kapha's already heavy and damp qualities.
Coriander,Veg,Spices,2.17,3.73,0.52,2.88,23.7,"K,A,C","K,Ca",Yes,Yes,Yes,4,4,4,"Digestive,Cooling",Cough (Kapha),suitable,Yes,Stimulates metabolism and helps reduce Kapha-related congestion.
Pomegranate,Veg,Fruits,1.76,19.62,1.21,4.01,83.6,"C,B9,K","K,Ca",Yes,Yes,Yes,4,4,4,"Antioxidant,Heart Health",Vaat,suitable,Yes,Provides stability and lubrication needed for Vaat balance.
Ridge Gourd,Veg,Vegetables,0.72,3.77,0.21,0.6,19.7,"C,B6","Fe,Ca",Yes,Yes,Yes,4,5,5,"Light,Cooling",Cough (Kapha),suitable,Yes,Stimulates metabolism and helps reduce Kapha-related congestion.
Lamb,Non-Veg,Red Meat,26.72,0.0,7.12,0.0,254.2,"B12,B3","Fe,Zn",Yes,No,No,4,2,2,Iron Rich,Pit,not_suitable,No,Pungent taste fans Pitta's inner fire.
Guava,Veg,Fruits,2.53,14.51,0.97,5.5,69.7,"C,B9,A","K,Ca",Yes,Yes,Yes,4,4,4,"Vitamin C Rich,Fiber",Cough (Kapha),suitable,Yes,"Light, dry, and pungent qualities balance Kapha's heavy and moist nature."
Duck,Non-Veg,Poultry,19.57,0.0,29.58,0.0,330.5,"B3,B6,B12","Fe,Zn",No,No,No,2,2,2,"Rich,Fatty",Vaat,not_suitable,No,Gaseous properties disturb Vaat and digestive function.
Sardines,Non-Veg,Fish,25.81,0.0,11.04,0.0,198.1,"B12,D","Ca,P",Yes,Yes,No,4,4,2,"Calcium Rich,Omega-3",Pit,suitable,Yes,Anti-inflammatory and cooling effect balances Pitta's fiery nature.
Oats,Veg,Grains,2.33,12.39,1.43,1.63,67.7,"B1,B5","Mn,P,Mg",Yes,Yes,Yes,5,4,4,"Heart Healthy,Fiber Rich",Pit,suitable,Yes,Cool and sweet properties effectively pacify excess Pit (Pitta) heat.
Chickpeas,Veg,Legumes,9.04,25.68,2.63,7.48,161.9,"B9,B6","Fe,Mg,Zn",No,Yes,Yes,2,4,4,"High Fiber,Protein",Pit,suitable,Yes,Anti-inflammatory and cooling effect balances Pitta's fiery nature.
Capsicum,Veg,Vegetables,0.91,5.99,0.3,2.0,31.0,"C,B6,A","K,Mg",No,No,Yes,2,2,4,Vitamin C Rich,Pit,not_suitable,No,Pungent taste fans Pitta's inner fire.
Jowar Roti,Veg,Grains,1.77,18.44,0.9,0.93,90.2,"B3,B1","Fe,Ca",Yes,Yes,Yes,4,4,5,"Gluten Free,High Fiber",Pit,suitable,Yes,Anti-inflammatory and cooling effect balances Pitta's fiery nature.
Rohu Fish,Non-Veg,Fish,16.91,0.0,1.38,0.0,96.9,"B12,D","P,Se",Yes,Yes,No,4,4,2,"Light,Easy Digest",Vaat,suitable,Yes,Provides stability and lubrication needed for Vaat balance.
Oats,Veg,Grains,2.51,12.31,1.34,1.66,65.2,"B1,B5","Mn,P,Mg",Yes,Yes,Yes,5,4,4,"Heart Healthy,Fiber Rich",Pit,suitable,Yes,Cool and sweet properties effectively pacify excess Pit (Pitta) heat.
Bitter Gourd,Veg,Vegetables,1.0,4.41,0.19,2.94,16.2,"C,B9","Fe,K",No,Yes,Yes,2,5,4,Diabetes Control,Cough (Kapha),suitable,Yes,"Light, dry, and pungent qualities balance Kapha's heavy and moist nature."
Onion,Veg,Vegetables,1.07,9.22,0.1,1.64,41.5,"C,B6","K,Ca",Yes,No,No,4,2,2,"Pungent,Warming",Cough (Kapha),not_suitable,No,Difficult to digest – adds to Kapha's naturally slow digestion.
Catla Fish,Non-Veg,Fish,17.9,0.0,2.39,0.0,90.0,"B12,D","P,Se",Yes,Yes,No,4,4,2,Light Protein,Vaat,suitable,Yes,"Naturally sweet and moist, counteracts Vaat's dryness."
Sesame Seeds,Veg,Nuts & Seeds,17.26,25.29,49.78,11.42,570.2,"B1,B9","Ca,Fe",Yes,No,No,4,2,2,"Calcium Rich,Warming",Cough (Kapha),not_suitable,No,Heavy and oily properties increase Kapha – leads to weight gain and congestion.
Spinach,Veg,Leafy Greens,2.93,3.57,0.41,2.3,22.0,"K,A,C,B9","Fe,Ca",Yes,Yes,Yes,4,4,4,"Iron Rich,Antioxidant",Vaat,suitable,Yes,Easy to digest and warming – ideal for Vaat types.
Lassi (sweet),Veg,Dairy,3.23,9.25,2.58,0.0,77.0,"B12,B2","Ca,K",Yes,No,No,4,2,2,Probiotic,Pit,not_suitable,No,Heating properties increase internal heat – avoid when Pitta is elevated.
Bajra Roti,Veg,Grains,1.56,20.73,0.61,1.3,91.9,"B3,B1","Fe,Mg",Yes,No,Yes,4,2,5,"Warming,Gluten Free",Pit,not_suitable,No,Heating properties increase internal heat – avoid when Pitta is elevated.
Beef,Non-Veg,Red Meat,25.06,0.0,15.77,0.0,251.6,"B12,B3","Fe,Zn",No,No,No,2,2,2,"Heavy,Rich",Cough (Kapha),not_suitable,No,Heavy and oily properties increase Kapha – leads to weight gain and congestion.
Cow Milk,Veg,Dairy,3.5,4.67,3.78,0.0,60.2,"B12,B2,D","Ca,K",Yes,Yes,No,5,4,2,"Nutritious,Calcium Rich",Pit,suitable,Yes,Anti-inflammatory and cooling effect balances Pitta's fiery nature.
Cashews,Veg,Nuts & Seeds,18.15,29.53,44.05,3.27,529.0,"B1,B6","Cu,Mg",No,No,No,2,2,2,"Heavy,Rich",Vaat,not_suitable,No,Astringent taste aggravates Vaat – consume rarely if at all.
Bottle Gourd,Veg,Vegetables,0.6,3.7,0.1,1.25,13.5,"C,B9","K,Ca",Yes,Yes,Yes,5,5,5,"Cooling,Easy Digest",Cough (Kapha),suitable,Yes,Bitter and astringent taste reduces mucus and excess Kapha.
Oats,Veg,Grains,2.42,12.2,1.39,1.78,67.1,"B1,B5","Mn,P,Mg",Yes,Yes,Yes,5,4,4,"Heart Healthy,Fiber Rich",Vaat,suitable,Yes,"Warm, oily, and grounding qualities pacify Vaat dosha."
Bottle Gourd,Veg,Vegetables,0.63,3.76,0.1,1.15,13.4,"C,B9","K,Ca",Yes,Yes,Yes,5,5,5,"Cooling,Easy Digest",Pit,suitable,Yes,Cool and sweet properties effectively pacify excess Pit (Pitta) heat.
Broccoli,Veg,Vegetables,2.7,6.73,0.38,2.49,35.0,"C,K,B9","K,Ca",Yes,Yes,Yes,4,5,4,"Antioxidant,Anti-Cancer",Vaat,suitable,Yes,Easy to digest and warming – ideal for Vaat types.
Rajma,Veg,Legumes,8.77,20.92,0.52,6.17,132.3,"B9,B1,B6","Fe,K,Mg",No,Yes,No,2,4,2,Protein Rich,Cough (Kapha),not_suitable,No,Promotes mucus formation – avoid during Kapha imbalance.
Lassi (sweet),Veg,Dairy,3.46,8.98,2.43,0.0,75.4,"B12,B2","Ca,K",Yes,No,No,4,2,2,Probiotic,Vaat,suitable,Yes,Sweet and nourishing properties balance Vaat's dry and cold nature.
Nutritional Yeast,Vegan,Supplements,13.5,6.74,0.5,3.11,43.1,"B12,B1,B2","Zn,Se",Yes,Yes,Yes,4,4,4,"Complete Protein,B12",Cough (Kapha),suitable,Yes,"Light, dry, and pungent qualities balance Kapha's heavy and moist nature."
Chia Seeds,Veg,Nuts & Seeds,15.95,42.63,30.43,34.83,507.3,"B1,B3","Ca,Mg",Yes,Yes,Yes,4,4,4,"Omega-3,Hydrophilic",Vaat,suitable,Yes,"Naturally sweet and moist, counteracts Vaat's dryness."
Bottle Gourd,Veg,Vegetables,0.62,3.53,0.1,1.19,13.6,"C,B9","K,Ca",Yes,Yes,Yes,5,5,5,"Cooling,Easy Digest",Pit,suitable,Yes,Cool and sweet properties effectively pacify excess Pit (Pitta) heat.
Egg,Non-Veg,Eggs,6.27,0.62,4.86,0.0,76.8,"B12,D,A","Se,P",Yes,No,Yes,4,2,4,Complete Protein,Pit,not_suitable,No,Excessive sweetness combined with heaviness disturbs Pitta.
Mutton (Goat),Non-Veg,Red Meat,25.37,0.0,2.9,0.0,119.4,"B12,B3","Fe,Zn",Yes,No,No,4,2,2,"Iron Rich,Warming",Cough (Kapha),not_suitable,No,Difficult to digest – adds to Kapha's naturally slow digestion.
Rohu Fish,Non-Veg,Fish,16.77,0.0,1.41,0.0,99.7,"B12,D","P,Se",Yes,Yes,No,4,4,2,"Light,Easy Digest",Vaat,suitable,Yes,Provides stability and lubrication needed for Vaat balance.
Rohu Fish,Non-Veg,Fish,16.38,0.0,1.4,0.0,101.0,"B12,D","P,Se",Yes,Yes,No,4,4,2,"Light,Easy Digest",Cough (Kapha),not_suitable,No,Heavy and oily properties increase Kapha – leads to weight gain and congestion.
Capsicum,Veg,Vegetables,0.88,5.88,0.31,2.1,30.6,"C,B6,A","K,Mg",No,No,Yes,2,2,4,Vitamin C Rich,Cough (Kapha),suitable,Yes,Warming spices help counter Kapha's cold and sluggish tendencies.
Chicken Breast,Non-Veg,Poultry,32.31,0.0,3.66,0.0,164.5,"B3,B6,B12","Se,P",Yes,No,No,4,2,2,Lean Protein,Cough (Kapha),not_suitable,No,Excessive sweetness increases Kapha and promotes water retention.
Masoor Dal,Veg,Legumes,9.43,20.07,0.4,3.83,117.5,"B9,B1,B6","Fe,K,Mg",Yes,Yes,Yes,4,4,4,"Protein Rich,Light",Cough (Kapha),suitable,Yes,Low in fat and calories – supports Kapha's tendency toward weight gain.
Ash Gourd,Veg,Vegetables,0.4,3.93,0.1,0.83,13.1,"C,B9","K,Ca",Yes,Yes,Yes,4,5,5,"Cooling,Weight Loss",Pit,suitable,Yes,Light and easily digestible – supports Pitta's strong digestion without overloading it.
Cumin,Veg,Spices,18.38,44.28,22.1,10.25,372.1,"B1,B9","Fe,Mg",Yes,No,Yes,5,2,4,"Digestive,Iron Rich",Pit,not_suitable,No,Heating properties increase internal heat – avoid when Pitta is elevated.
Avocado,Vegan,Fruits,2.08,8.19,15.1,6.56,163.0,"K,E,C","K,Mg",Yes,Yes,Yes,4,4,4,"Healthy Fat,Omega-9",Vaat,suitable,Yes,"Naturally sweet and moist, counteracts Vaat's dryness."
Banana,Veg,Fruits,1.11,22.32,0.3,2.61,85.6,"B6,C","K,Mg",Yes,No,No,5,2,2,"Energy,High Potassium",Cough (Kapha),not_suitable,No,Excessive sweetness increases Kapha and promotes water retention.
Egg,Non-Veg,Eggs,6.11,0.62,5.17,0.0,78.1,"B12,D,A","Se,P",Yes,No,Yes,4,2,4,Complete Protein,Pit,not_suitable,No,Heating properties increase internal heat – avoid when Pitta is elevated.
Walnuts,Veg,Nuts & Seeds,14.84,14.3,67.81,6.67,643.6,"E,B6,B9","Mn,Cu",Yes,No,No,4,2,2,"Omega-3,Brain Health",Pit,not_suitable,No,Heating properties increase internal heat – avoid when Pitta is elevated.
Ridge Gourd,Veg,Vegetables,0.68,3.87,0.21,0.63,19.0,"C,B6","Fe,Ca",Yes,Yes,Yes,4,5,5,"Light,Cooling",Cough (Kapha),suitable,Yes,"Light, dry, and pungent qualities balance Kapha's heavy and moist nature."
Drumstick Leaves,Veg,Leafy Greens,9.36,8.71,1.41,1.96,92.6,"A,C,B9","Ca,K,Fe",Yes,Yes,Yes,4,4,4,"Superfood,High Ca",Pit,suitable,Yes,Bitter or astringent taste pacifies excess Pitta heat.
Broccoli,Veg,Vegetables,2.93,6.68,0.4,2.5,33.8,"C,K,B9","K,Ca",Yes,Yes,Yes,4,5,4,"Antioxidant,Anti-Cancer",Pit,suitable,Yes,Cool and sweet properties effectively pacify excess Pit (Pitta) heat.
Garlic,Veg,Spices,6.2,32.64,0.52,2.01,154.2,"B6,C","Mn,Ca,Se",Yes,No,No,5,2,2,"Antibacterial,Immunity",Vaat,suitable,Yes,Sweet and nourishing properties balance Vaat's dry and cold nature.
Sweet Potato,Veg,Vegetables,1.61,19.25,0.1,3.07,85.3,"A,B6,C","K,Mn",Yes,No,Yes,5,2,4,"Energy,Beta-Carotene",Vaat,suitable,Yes,"Naturally sweet and moist, counteracts Vaat's dryness."
Bajra Roti,Veg,Grains,1.53,19.22,0.63,1.33,88.1,"B3,B1","Fe,Mg",Yes,No,Yes,4,2,5,"Warming,Gluten Free",Cough (Kapha),suitable,Yes,Warming spices help counter Kapha's cold and sluggish tendencies.
Zucchini,Veg,Vegetables,1.21,3.12,0.29,1.01,17.6,"C,B6","K,Mg",Yes,Yes,Yes,4,5,4,"Light,Cooling",Vaat,suitable,Yes,Sweet and nourishing properties balance Vaat's dry and cold nature.
Soybean,Veg,Legumes,17.14,11.29,8.7,6.28,171.0,"B9,B1,B2","Fe,Ca,Mg",No,No,No,2,2,2,"Heavy,High Protein",Vaat,not_suitable,No,Gaseous properties disturb Vaat and digestive function.
Cashews,Veg,Nuts & Seeds,19.03,28.97,44.85,3.46,540.3,"B1,B6","Cu,Mg",No,No,No,2,2,2,"Heavy,Rich",Cough (Kapha),not_suitable,No,Heavy and oily properties increase Kapha – leads to weight gain and congestion.
Almonds,Veg,Nuts & Seeds,20.47,21.79,47.74,12.64,597.5,"E,B2","Mg,Ca,Fe",Yes,Yes,No,5,4,2,"Brain Food,Vitamin E",Vaat,suitable,Yes,"Warm, oily, and grounding qualities pacify Vaat dosha."
Beetroot,Veg,Vegetables,1.52,9.76,0.2,2.9,44.5,"B9,C,B6","Fe,K,Mn",Yes,No,Yes,4,2,4,Blood Purifier,Pit,not_suitable,No,"Hot, sour, or spicy qualities significantly aggravate Pitta dosha."
Ghee,Veg,Dairy,0.0,0.0,102.12,0.0,921.5,"A,D,E,K",,Yes,Yes,No,5,4,2,"Digestive,Nourishing",Vaat,suitable,Yes,Sweet and nourishing properties balance Vaat's dry and cold nature.
Papaya,Veg,Fruits,0.48,10.06,0.29,1.83,42.7,"A,C,B9","K,Mg",Yes,Yes,Yes,5,4,4,"Digestive,Anti-Inflammatory",Cough (Kapha),suitable,Yes,Low in fat and calories – supports Kapha's tendency toward weight gain.
Pumpkin Seeds,Veg,Nuts & Seeds,28.75,10.71,48.55,5.97,542.5,"B9,B1","Zn,Mg",Yes,Yes,Yes,4,4,4,"Zinc Rich,Prostate Health",Pit,suitable,Yes,Anti-inflammatory and cooling effect balances Pitta's fiery nature.
Green Moong Sprouts,Veg,Legumes,3.03,6.12,0.2,1.85,29.1,"C,B9","Fe,K",Yes,Yes,Yes,5,5,5,"Live Food,Enzyme Rich",Cough (Kapha),suitable,Yes,"Light, dry, and pungent qualities balance Kapha's heavy and moist nature."
Garlic,Veg,Spices,6.26,33.81,0.52,2.07,154.6,"B6,C","Mn,Ca,Se",Yes,No,No,5,2,2,"Antibacterial,Immunity",Pit,not_suitable,No,Excessive sweetness combined with heaviness disturbs Pitta.
Oats,Veg,Grains,2.34,12.24,1.39,1.75,67.2,"B1,B5","Mn,P,Mg",Yes,Yes,Yes,5,4,4,"Heart Healthy,Fiber Rich",Cough (Kapha),suitable,Yes,Warming spices help counter Kapha's cold and sluggish tendencies.
Cumin,Veg,Spices,16.95,43.92,22.18,10.42,372.7,"B1,B9","Fe,Mg",Yes,No,Yes,5,2,4,"Digestive,Iron Rich",Pit,not_suitable,No,Excessive sweetness combined with heaviness disturbs Pitta.
Cumin,Veg,Spices,17.56,46.4,22.25,10.15,388.3,"B1,B9","Fe,Mg",Yes,No,Yes,5,2,4,"Digestive,Iron Rich",Vaat,suitable,Yes,Easy to digest and warming – ideal for Vaat types.
Hemp Seeds,Vegan,Nuts & Seeds,31.7,8.44,46.54,3.95,528.0,"B1,B9","Mg,Fe",Yes,Yes,Yes,5,4,4,"Complete Protein,Omega",Cough (Kapha),suitable,Yes,Warming spices help counter Kapha's cold and sluggish tendencies.
Pumpkin,Veg,Vegetables,0.96,6.63,0.1,0.48,27.1,"A,C,B6","K,Mg",Yes,Yes,Yes,5,5,5,"Tri-doshic,Sweet",Vaat,suitable,Yes,Sweet and nourishing properties balance Vaat's dry and cold nature.
Ghee,Veg,Dairy,0.0,0.0,103.71,0.0,891.9,"A,D,E,K",,Yes,Yes,No,5,4,2,"Digestive,Nourishing",Vaat,suitable,Yes,Easy to digest and warming – ideal for Vaat types.
Methi/Fenugreek,Veg,Leafy Greens,4.28,5.76,0.86,2.74,50.4,"A,C,B9","Fe,Ca,K",Yes,No,Yes,4,2,4,Blood Sugar Control,Cough (Kapha),suitable,Yes,"Light, dry, and pungent qualities balance Kapha's heavy and moist nature."
Salmon,Non-Veg,Fish,20.1,0.0,13.51,0.0,214.4,"B12,D,B3","Se,P",Yes,Yes,No,4,4,2,"Omega-3,Heart Health",Vaat,suitable,Yes,Easy to digest and warming – ideal for Vaat types.
Broccoli,Veg,Vegetables,2.68,6.34,0.41,2.52,32.7,"C,K,B9","K,Ca",Yes,Yes,Yes,4,5,4,"Antioxidant,Anti-Cancer",Cough (Kapha),suitable,Yes,"Light, dry, and pungent qualities balance Kapha's heavy and moist nature."
Buttermilk,Veg,Dairy,3.27,4.73,0.94,0.0,38.0,"B12,B2","Ca,K",Yes,Yes,Yes,4,4,4,"Digestive,Light",Cough (Kapha),suitable,Yes,Bitter and astringent taste reduces mucus and excess Kapha.
Methi/Fenugreek,Veg,Leafy Greens,4.54,6.0,0.94,2.67,47.4,"A,C,B9","Fe,Ca,K",Yes,No,Yes,4,2,4,Blood Sugar Control,Pit,not_suitable,No,Pungent taste fans Pitta's inner fire.
Paneer,Veg,Dairy,10.72,1.21,19.73,0.0,264.0,"B12,B2,D","Ca,K",Yes,Yes,No,4,4,2,"Protein Rich,Calcium",Vaat,suitable,Yes,Sweet and nourishing properties balance Vaat's dry and cold nature.
Curd/Yogurt,Veg,Dairy,3.57,4.83,3.33,0.0,61.8,"B12,B2,D","Ca,K",No,No,No,2,2,2,"Probiotic,Fermented",Vaat,not_suitable,No,"Cold, dry, or pungent qualities aggravate Vaat dosha."
Lobia,Veg,Legumes,7.67,24.72,0.51,6.43,116.5,"B9,B1","Fe,K,Mg",No,Yes,Yes,2,4,4,Fiber Rich,Vaat,not_suitable,No,Raw or cooling foods worsen Vaat's cold and dry tendencies.
Coconut,Veg,Fruits,3.45,6.47,33.01,9.09,361.7,"B1,B3","Mn,Cu",Yes,Yes,No,5,4,2,"Cooling,MCT Rich",Cough (Kapha),not_suitable,No,Difficult to digest – adds to Kapha's naturally slow digestion.
Tuna,Non-Veg,Fish,29.97,0.0,0.5,0.0,131.9,"B12,D,B3","Se,P",Yes,Yes,No,4,4,2,"Lean Protein,Omega",Pit,suitable,Yes,Anti-inflammatory and cooling effect balances Pitta's fiery nature.
Cauliflower,Veg,Vegetables,1.99,5.17,0.29,2.08,24.7,"C,B9","K,Ca",No,Yes,Yes,2,4,4,Light,Vaat,not_suitable,No,Gaseous properties disturb Vaat and digestive function.
Capsicum,Veg,Vegetables,0.88,5.82,0.29,2.09,31.4,"C,B6,A","K,Mg",No,No,Yes,2,2,4,Vitamin C Rich,Pit,not_suitable,No,"Hot, sour, or spicy qualities significantly aggravate Pitta dosha."
Green Moong Sprouts,Veg,Legumes,3.09,6.15,0.2,1.76,29.2,"C,B9","Fe,K",Yes,Yes,Yes,5,5,5,"Live Food,Enzyme Rich",Pit,suitable,Yes,Light and easily digestible – supports Pitta's strong digestion without overloading it.
Wheat Roti,Veg,Grains,3.51,17.82,0.41,1.18,87.3,"B1,B2","Fe,Ca",Yes,Yes,Yes,4,4,4,"Staple,Fiber Rich",Vaat,suitable,Yes,Provides stability and lubrication needed for Vaat balance.
Toor Dal,Veg,Legumes,7.02,15.24,0.41,2.78,116.5,"B9,B1","Fe,K",Yes,Yes,Yes,4,4,4,"Light,Daily Use",Pit,suitable,Yes,Cool and sweet properties effectively pacify excess Pit (Pitta) heat.
Cumin,Veg,Spices,18.49,45.84,21.36,10.28,387.0,"B1,B9","Fe,Mg",Yes,No,Yes,5,2,4,"Digestive,Iron Rich",Pit,not_suitable,No,Excessive sweetness combined with heaviness disturbs Pitta.
